Leff,Vth,Tox,Vdd,Power dissipation (W),Delay (s)
2.64,0.60513,1.63,0.86028,23.2,0.663
2.93,0.43082,1.61,0.91897,27.6,1.19
2.03,0.50048,1.65,0.89749,33.2,1.12
2.66,0.44138,1.72,0.90138,25.1,1.81
2.72,0.48919,1.58,0.96802,42.8,0.745
2.91,0.51233,1.66,0.85357,23.7,2.2
2.71,0.54969,1.63,0.94135,34.6,0.905
2.41,0.48826,1.66,0.90485,26.6,1.71
2.76,0.47789,1.64,0.88146,17.1,2.3
3.07,0.48396,1.7,0.92613,25.0,0.979
2.65,0.49434,1.59,1.0061,34.9,1.05
2.37,0.55799,1.62,0.88197,22.7,2.09
2.26,0.57734,1.52,0.73794,16.5,1.71
2.3,0.59825,1.6,0.73464,11.9,2.05
2.74,0.52373,1.64,1.0403,40.3,0.446
2.41,0.47694,1.75,1.0314,46.0,1.1
2.69,0.40497,1.62,0.97558,42.9,1.3
2.52,0.36565,1.66,0.79549,24.4,2.17
3.06,0.54285,1.5,0.97168,33.1,1.14
2.73,0.49244,1.64,0.96188,44.3,0.892
3.22,0.46578,1.75,0.98028,29.5,1.79
3.45,0.56567,1.69,0.84034,21.6,1.74
2.63,0.53171,1.71,0.96494,34.1,0.894
2.73,0.48,1.68,0.87516,21.9,2.06
2.24,0.53176,1.61,0.84337,19.5,1.56
2.99,0.52006,1.65,1.003,37.3,0.72
2.77,0.46367,1.71,0.82719,17.0,1.12
3.05,0.61736,1.69,0.84553,29.8,0.7350000000000001
2.3,0.43294,1.69,0.98197,34.3,0.607
2.6,0.42725,1.67,0.93911,32.2,1.36
2.82,0.4274,1.73,0.81995,19.3,2.16
2.91,0.48525,1.61,0.93115,34.1,0.804
2.82,0.57224,1.63,1.0318,39.3,1.35
2.68,0.30204,1.73,0.81225,20.4,2.17
2.35,0.51894,1.55,0.9368,31.9,0.989
2.72,0.55405,1.61,0.87537,16.0,2.66
2.12,0.52934,1.62,0.84624,23.0,1.02
2.22,0.45481,1.59,1.1022,68.30000000000001,0.407
2.07,0.58334,1.66,0.89738,30.3,0.599
2.09,0.5413,1.59,0.89637,35.2,1.15
2.9,0.53807,1.69,0.77941,15.5,4.04
2.91,0.43951,1.83,1.0888,46.0,0.525
2.69,0.4882,1.6,0.86564,26.7,1.83
2.85,0.53761,1.69,0.81755,18.0,2.18
2.81,0.5417,1.69,0.95264,23.5,1.25
2.05,0.57896,1.55,0.95584,28.2,1.23
2.52,0.54004,1.75,0.93226,25.6,1.45
3.19,0.5873,1.66,0.93842,39.0,0.807
3.08,0.44667,1.69,0.89291,30.2,1.68
2.87,0.48137,1.73,0.81889,18.2,2.17
2.38,0.52072,1.68,0.95145,39.7,0.689
2.9,0.54412,1.64,0.91361,36.4,1.32
2.63,0.44167,1.65,0.88509,29.6,1.7
2.67,0.40782,1.71,0.93019,38.7,1.04
2.5,0.45007,1.63,0.95961,37.4,1.32
2.71,0.53699,1.65,0.91474,21.6,2.31
2.43,0.64743,1.61,0.93141,20.5,1.64
2.93,0.57519,1.57,1.0425,33.3,0.885
2.68,0.53967,1.59,0.84581,19.5,1.95
2.21,0.50931,1.62,0.95607,28.1,1.13
2.85,0.54937,1.6,0.78164,18.9,1.74
2.98,0.48302,1.63,0.94061,35.7,0.747
1.94,0.54833,1.73,0.9173,34.7,1.22
3.07,0.54892,1.68,1.0626,54.8,0.7919999999999999
2.33,0.60719,1.73,0.85699,19.0,1.54
3.24,0.497,1.63,0.8737,20.5,1.39
2.27,0.50537,1.66,0.90864,24.5,1.14
2.58,0.54857,1.68,0.93835,40.2,0.6699999999999999
3.09,0.55941,1.65,1.0433,43.6,1.29
2.67,0.452,1.68,0.81976,26.9,2.0
2.62,0.47445,1.68,0.87657,22.408,1.78
2.54,0.62557,1.63,0.9087,32.3,0.869
1.71,0.53048,1.55,0.94108,30.7,1.54
2.83,0.52165,1.65,0.65151,12.1,2.58
3.1,0.47823,1.73,0.76685,19.4,1.08
2.77,0.58008,1.64,0.82585,24.6,1.13
3.05,0.53481,1.78,1.0848,42.6,0.921
2.14,0.53652,1.49,0.91314,31.2,1.7
3.32,0.46985,1.62,0.8861,29.9,1.37
2.49,0.47507,1.72,0.83857,17.0,2.44
1.94,0.47941,1.62,0.82245,28.0,0.836
2.74,0.49805,1.61,0.85457,18.6,2.44
2.52,0.51162,1.65,0.95523,34.6,0.686
2.62,0.49121,1.62,0.94234,27.7,1.69
2.87,0.57412,1.61,0.77572,11.7,3.83
3.59,0.52271,1.75,0.90211,42.0,0.291
2.31,0.60172,1.72,0.87885,26.0,2.02
3.0,0.50413,1.53,0.97024,35.0,1.08
2.55,0.49558,1.5,0.99593,38.3,1.25
2.15,0.51988,1.73,0.82049,20.5,1.01
2.83,0.56772,1.68,0.7119,11.1,2.48
3.32,0.4469,1.58,0.87958,32.7,0.56
2.46,0.50728,1.63,0.81862,15.5,3.55
2.64,0.45908,1.63,0.77329,13.9,1.56
2.25,0.51992,1.63,0.8823,29.4,0.75
2.91,0.45938,1.65,0.87272,30.0,1.34
2.75,0.50971,1.71,0.96324,30.9,1.4
2.86,0.4658,1.74,1.1086,61.50000000000001,0.627
2.92,0.45152,1.51,0.959,29.0,2.32
2.02,0.55183,1.66,1.0798,42.3,0.951
3.23,0.53537,1.59,0.85055,23.3,2.18
2.52,0.5095,1.59,1.1322,63.7,0.427
2.52,0.47275,1.63,0.91913,35.8,1.82
2.92,0.51267,1.75,0.75771,19.3,2.24
2.45,0.4659,1.63,0.85089,14.9,2.12
2.54,0.49121,1.76,0.96248,36.6,0.679
2.02,0.64112,1.7,0.87857,35.3,1.18
2.31,0.38774,1.66,0.90812,28.9,1.81
3.0,0.54575,1.77,0.92502,28.3,0.646
2.99,0.55638,1.74,0.97415,35.9,1.12
3.59,0.59595,1.75,0.89702,29.9,1.57
2.87,0.45483,1.74,0.94305,29.5,1.52
2.34,0.49697,1.67,0.8301,18.4,2.15
2.32,0.47398,1.7,0.93296,36.1,0.619
2.19,0.51025,1.53,0.99895,34.8,1.53
3.01,0.44334,1.53,0.87442,30.3,1.49
3.32,0.51686,1.65,0.82503,15.9,2.5
2.97,0.508,1.65,0.82951,18.7,1.41
2.56,0.49871,1.63,0.74207,9.66,2.67
2.8,0.48329,1.65,0.89851,31.2,0.459
2.78,0.52895,1.71,0.8488,23.1,0.7919999999999999
2.48,0.54167,1.61,0.80257,19.2,1.63
2.86,0.44061,1.77,0.69717,12.2,2.05
2.59,0.52672,1.63,0.67181,8.13,2.23
2.76,0.53412,1.62,0.90362,30.3,0.592
2.26,0.56806,1.82,0.88317,21.1,1.98
2.6,0.43036,1.62,0.96799,39.0,0.677
2.92,0.46499,1.74,0.88945,29.3,1.77
2.32,0.56942,1.6,0.83588,24.1,1.61
1.81,0.55437,1.58,0.87468,24.0,1.62
2.58,0.55933,1.66,1.0113,41.9,0.799
2.89,0.50853,1.71,0.94741,28.4,1.89
2.69,0.52833,1.61,0.98122,30.4,1.41
2.47,0.32627,1.71,0.90675,28.7,1.37
2.9,0.47518,1.68,0.90052,20.5,2.07
2.59,0.50661,1.73,0.94385,34.7,0.7340000000000001
2.94,0.52824,1.73,0.84021,21.9,2.0
2.53,0.47689,1.67,0.96281,32.8,1.06
2.74,0.5925,1.57,0.91199,19.8,2.27
2.75,0.49648,1.72,0.93996,30.0,0.932
2.94,0.4255,1.62,0.96673,29.2,1.6
3.0,0.42592,1.56,1.0131,38.09999999999999,0.9089999999999999
2.52,0.50885,1.67,0.92523,27.3,1.95
2.06,0.50463,1.62,0.86173,24.0,1.41
3.01,0.60099,1.69,0.89208,27.2,1.31
2.59,0.61333,1.65,0.80299,15.1,2.36
3.46,0.47644,1.73,0.88961,20.8,1.26
2.53,0.60416,1.56,0.93364,24.4,1.21
3.33,0.61009,1.68,0.87585,23.4,1.39
2.46,0.55987,1.5,0.75328,15.5,1.89
2.94,0.41462,1.62,0.82673,16.9,1.62
2.21,0.56981,1.63,0.85268,17.7,1.33
2.81,0.57633,1.62,0.78949,19.3,1.24
2.8,0.57769,1.68,0.85455,18.1,1.83
3.57,0.44894,1.66,0.71034,10.9,2.06
3.64,0.50869,1.68,0.93082,32.4,0.597
2.93,0.56004,1.72,0.76268,21.2,1.71
2.21,0.50461,1.76,1.0471,43.90000000000001,0.794
1.85,0.44643,1.72,0.90746,26.1,2.23
3.09,0.4633,1.71,1.0253,53.4,0.598
3.1,0.54657,1.61,0.84081,12.4,1.77
2.83,0.43096,1.6,0.93853,25.3,0.801
2.0,0.50949,1.66,0.99561,30.1,1.14
2.5,0.49584,1.53,0.90226,23.5,1.71
2.62,0.43779,1.63,0.90751,22.2,1.53
2.26,0.50488,1.62,0.65013,11.7,1.96
3.29,0.48688,1.61,0.92023,37.2,0.693
2.26,0.44721,1.75,0.83604,18.9,2.6
2.63,0.52507,1.68,0.85916,22.3,1.21
2.8,0.49921,1.78,0.84158,23.9,1.27
1.61,0.45829,1.69,0.95798,30.4,1.21
3.12,0.47777,1.69,0.83953,16.2,2.4
3.16,0.52372,1.5,0.96827,30.9,0.823
3.55,0.62558,1.79,0.93479,28.0,1.44
2.33,0.50889,1.51,0.92689,27.0,1.58
2.35,0.40469,1.75,0.87449,27.2,1.32
2.72,0.49631,1.51,0.86212,24.0,1.41
2.39,0.51188,1.61,1.1234,61.3,0.56
2.4,0.38915,1.65,0.90722,37.535,1.49
3.19,0.4831,1.62,1.0972,49.0,1.17
3.33,0.51629,1.56,1.0055,42.3,1.33
2.25,0.39876,1.63,0.89338,24.2,2.24
2.53,0.4236,1.52,0.84802,22.3,1.43
2.81,0.42584,1.67,0.85977,20.7,1.67
2.48,0.53389,1.67,0.9512,33.4,0.749
2.49,0.42219,1.73,0.94491,19.8,2.38
2.65,0.39758,1.63,0.71754,9.14,2.54
2.39,0.42513,1.69,0.92263,20.7,0.797
2.1,0.51069,1.57,0.92064,33.0,0.853
2.68,0.43429,1.65,0.8943,35.8,1.03
2.17,0.54269,1.63,0.96483,37.8,1.44
2.69,0.55951,1.62,0.93469,22.4,1.07
2.65,0.52771,1.71,0.82945,19.5,1.52
2.54,0.58277,1.64,0.92978,35.8,0.72
2.85,0.57423,1.7,0.9548,31.7,1.62
2.02,0.47598,1.6,0.87164,26.4,1.53
2.98,0.36745,1.66,0.8714,26.2,1.45
2.4,0.54217,1.54,0.87464,19.2,1.94
2.54,0.45191,1.66,0.95257,26.4,1.22
3.07,0.43814,1.68,0.87663,21.6,1.51
1.94,0.61624,1.6,0.98324,34.6,0.905
2.87,0.5224,1.71,0.87699,24.6,1.94
2.74,0.36376,1.66,1.0176,37.1,0.921
2.89,0.48683,1.56,1.032,55.9,0.858
2.42,0.50746,1.6,0.89661,23.2,2.36
2.64,0.42958,1.61,0.79924,16.4,1.93
2.19,0.47353,1.62,0.88746,33.9,0.622
2.9,0.5816,1.62,0.91369,39.0,1.04
2.78,0.49579,1.73,0.98547,41.3,0.47
2.25,0.60547,1.71,1.0153,53.5,0.698
2.28,0.48407,1.77,0.89334,23.2,2.46
2.63,0.52461,1.67,0.90061,33.4,0.891
3.57,0.47574,1.73,0.88786,30.4,0.489
2.71,0.51805,1.7,0.81344,24.7,1.67
3.4,0.41946,1.54,1.0529,47.4,0.774
2.22,0.40645,1.63,0.84636,20.8,2.67
2.52,0.46806,1.62,0.92194,34.5,0.918
3.08,0.57746,1.67,0.80038,17.4,2.45
2.74,0.44511,1.67,0.85629,20.8,1.29
2.88,0.43739,1.61,0.93399,29.0,1.08
3.03,0.46042,1.72,0.95926,27.0,1.5
1.82,0.49027,1.67,1.048,36.1,1.08
2.35,0.53005,1.67,1.0148,39.40000000000001,1.17
2.45,0.62114,1.63,0.95896,40.3,1.38
3.05,0.41464,1.58,0.99122,45.8,0.92
3.11,0.5513,1.52,0.98123,38.4,1.56
2.13,0.5135,1.52,0.98111,27.1,2.06
3.51,0.58116,1.65,0.79269,17.7,1.79
3.07,0.49672,1.72,0.8863,28.0,0.927
2.24,0.48338,1.65,1.0264,33.5,1.42
2.83,0.57452,1.58,0.82728,29.2,0.451
2.47,0.5523,1.54,0.97231,36.0,1.36
2.7,0.45939,1.69,0.99989,45.59999999999999,0.947
1.18,0.51339,1.61,1.0249,32.5,2.15
2.53,0.47986,1.58,0.92344,30.7,1.26
2.75,0.41741,1.76,0.70665,15.1,2.24
2.7,0.50101,1.77,0.90626,24.4,1.19
2.55,0.47321,1.75,0.7969,18.8,1.62
2.32,0.54913,1.72,0.91791,36.6,0.7889999999999999
2.58,0.57041,1.68,0.96165,33.59999999999999,1.46
2.77,0.43363,1.61,0.75558,13.9,3.13
2.92,0.53467,1.72,0.83565,24.1,0.849
3.21,0.5195,1.57,0.89966,35.5,0.906
2.15,0.53688,1.73,0.88846,26.0,2.03
2.6,0.43213,1.64,0.88046,25.3,1.38
2.69,0.60927,1.58,0.86876,20.4,2.0
2.19,0.58718,1.6,0.76542,21.3,1.13
3.36,0.47487,1.7,0.83464,21.1,1.66
2.23,0.62718,1.81,0.7606,14.1,2.15
2.93,0.54703,1.66,0.96595,29.6,0.69
2.88,0.54634,1.58,0.78286,17.0,2.08
2.79,0.52301,1.58,1.0443,45.5,0.612
2.65,0.42659,1.68,0.95326,30.8,2.04
2.95,0.50918,1.67,0.85035,23.4,1.62
3.01,0.46917,1.62,0.96365,35.5,0.9940000000000001
2.41,0.52723,1.67,0.78287,15.6,2.56
2.76,0.44525,1.74,0.99618,32.2,0.8099999999999999
2.88,0.38621,1.68,1.0356,40.1,1.12
2.37,0.44492,1.58,0.99448,47.4,0.8829999999999999
2.06,0.67455,1.7,0.9836,29.9,2.29
2.57,0.5402,1.7,0.90852,34.0,1.1
2.79,0.46308,1.65,0.9418,44.9,0.892
3.38,0.66419,1.77,0.92866,28.3,2.21
2.7,0.43811,1.58,0.84898,15.7,2.53
1.75,0.48575,1.63,0.81866,20.7,1.05
2.65,0.49621,1.64,0.92274,25.0,1.32
2.76,0.46869,1.71,0.73843,12.0,2.52
2.62,0.54553,1.63,1.1731,52.8,0.386
3.08,0.53326,1.55,0.92778,36.7,0.578
2.56,0.41108,1.59,0.89295,31.0,1.65
2.47,0.61738,1.62,0.93194,34.9,1.23
2.46,0.45525,1.69,1.0303,60.2,0.698
2.07,0.49783,1.76,1.0643,51.3,0.407
3.46,0.41079,1.63,1.0036,31.5,2.13
2.62,0.51833,1.68,0.91664,25.3,1.68
2.42,0.51606,1.69,0.94435,34.1,1.01
2.42,0.54643,1.74,0.91797,23.3,1.95
2.7,0.4467,1.6,0.89927,25.4,1.33
2.79,0.47329,1.72,0.92925,28.7,1.32
1.8,0.52105,1.68,0.81358,15.7,2.17
2.74,0.50609,1.68,0.85877,22.1,1.12
2.6,0.43875,1.71,0.83556,17.769,1.84
2.63,0.37252,1.64,0.81202,19.5,1.36
2.32,0.4777,1.7,0.86759,24.4,1.11
2.87,0.42608,1.58,0.92506,28.1,1.15
2.94,0.5295,1.58,0.87782,23.5,1.75
3.23,0.53247,1.66,0.90703,32.0,0.958
2.24,0.49894,1.74,0.89259,15.5,4.29
2.39,0.40161,1.6,0.89124,20.5,1.18
3.24,0.51126,1.61,0.93567,33.59999999999999,0.772
2.46,0.49756,1.58,1.0148,34.6,1.49
2.55,0.49239,1.69,0.72075,18.3,1.93
3.1,0.60543,1.63,0.96426,31.2,1.06
2.43,0.51973,1.65,0.99906,29.7,1.48
2.49,0.54636,1.57,0.97252,34.9,1.15
2.41,0.51434,1.63,0.77241,18.6,2.19
2.19,0.61079,1.72,0.84654,25.929,1.13
2.73,0.58569,1.66,0.78425,12.8,2.65
2.5,0.48711,1.57,0.83675,19.4,1.06
2.34,0.56153,1.62,1.0605,50.4,0.5860000000000001
3.69,0.53575,1.67,0.9237,28.6,2.12
2.29,0.59113,1.63,0.82938,16.4,2.37
2.82,0.54007,1.6,0.91869,48.4,0.14
3.51,0.37724,1.56,0.95903,36.3,1.51
2.21,0.57295,1.64,1.0432,47.6,0.456
2.5,0.44793,1.62,0.90075,25.9,2.31
2.18,0.52847,1.63,0.86999,22.7,1.57
3.05,0.35979,1.69,0.99393,31.9,1.16
2.96,0.54656,1.6,0.80263,19.8,1.82
2.46,0.65169,1.57,1.0247,46.8,0.631
2.36,0.45,1.58,0.96563,32.0,1.98
2.69,0.59168,1.77,1.0426,36.90000000000001,1.33
2.79,0.5434,1.64,0.81502,11.8,0.8240000000000001
2.85,0.44707,1.71,0.76742,14.7,1.2
3.07,0.52396,1.7,0.85676,20.5,1.11
2.82,0.50409,1.69,0.89523,28.3,1.04
2.33,0.5005,1.63,1.0649,62.10000000000001,0.5209999999999999
1.7,0.55342,1.63,0.95551,31.3,2.37
2.66,0.6324,1.64,0.94503,38.9,1.06
2.91,0.43589,1.54,0.86827,26.4,1.67
1.92,0.47274,1.53,0.96795,34.7,1.26
2.23,0.4402,1.62,0.8252,17.0,2.4
3.08,0.31882,1.63,0.9612,36.3,0.719
3.0,0.54274,1.53,0.79052,15.3,3.24
2.6,0.37882,1.63,0.95007,28.1,0.9109999999999999
2.37,0.46053,1.68,0.8377,17.8,2.01
3.45,0.45643,1.63,0.84552,21.1,1.25
2.38,0.38761,1.66,0.9426,34.1,0.901
2.89,0.43701,1.65,0.96967,33.4,1.45
3.1,0.42413,1.59,0.8,19.7,1.98
2.99,0.45052,1.57,0.96247,31.2,0.9460000000000001
2.49,0.57107,1.76,0.84257,15.7,2.63
2.36,0.58474,1.75,0.97914,36.7,0.624
2.68,0.48453,1.76,0.9068,22.7,2.18
2.5,0.509,1.53,0.84905,25.4,1.12
2.51,0.46175,1.52,0.79484,26.2,1.32
2.91,0.46335,1.58,0.71907,12.8,2.85
2.78,0.51079,1.61,0.95562,35.1,0.555
3.2,0.43443,1.7,0.91681,16.7,4.54
3.37,0.51142,1.61,0.84588,25.1,0.737
2.77,0.43884,1.62,1.0521,49.4,0.6880000000000001
2.74,0.52398,1.68,0.8873,29.1,1.86
2.16,0.51443,1.57,0.88164,29.1,1.31
2.49,0.53517,1.66,0.77875,21.0,1.69
2.93,0.46166,1.68,0.91377,27.6,1.39
2.56,0.46965,1.48,0.81179,16.1,2.0
2.53,0.64843,1.6,0.83149,26.0,0.976
2.55,0.49201,1.62,0.9682,33.59999999999999,1.24
1.98,0.50611,1.74,1.0217,62.2,0.515
2.24,0.4026,1.45,0.77771,14.1,2.25
2.63,0.53325,1.71,0.84694,18.1,1.3
2.97,0.60465,1.63,0.88785,29.8,0.73
2.75,0.46134,1.65,0.88314,18.5,2.34
3.18,0.51761,1.75,0.70138,14.9,1.49
2.72,0.42702,1.6,1.0447,49.6,0.593
3.55,0.55637,1.56,0.96771,31.4,0.651
3.2,0.4393,1.72,0.77069,14.7,2.5
2.04,0.47118,1.61,1.0247,36.8,0.623
2.39,0.42242,1.54,0.8373,23.6,1.88
2.81,0.51153,1.65,0.86185,24.8,1.44
2.54,0.54043,1.64,0.82853,19.6,1.77
2.79,0.50739,1.49,0.76949,13.9,1.94
2.97,0.49155,1.73,0.93096,31.5,0.6729999999999999
1.97,0.49038,1.69,0.94917,35.2,1.27
2.69,0.54833,1.66,0.85184,21.4,2.05
2.53,0.69551,1.65,1.0021,34.8,0.985
2.96,0.45506,1.65,0.78481,23.1,1.7
2.36,0.53944,1.62,0.69376,13.3,2.23
3.21,0.51192,1.7,1.0978,42.8,0.63
2.74,0.43643,1.67,0.93814,41.1,1.16
2.88,0.49459,1.52,1.0589,48.4,0.541
3.19,0.49337,1.62,0.9232,30.6,1.93
3.37,0.45006,1.62,0.94464,30.0,1.52
2.85,0.53813,1.62,0.97561,28.7,1.5
2.1,0.53433,1.66,0.79017,16.7,0.884
3.13,0.43818,1.7,1.0642,49.3,0.46
2.73,0.36409,1.58,0.89832,40.59999999999999,1.27
2.67,0.47908,1.71,0.86239,20.9,2.86
2.8,0.47443,1.58,0.87471,27.3,1.01
2.35,0.61244,1.64,0.84251,19.1,2.02
3.43,0.57537,1.75,0.79847,16.8,1.51
2.73,0.50965,1.64,0.89071,30.2,0.844
2.92,0.57206,1.68,0.86205,28.7,1.45
2.35,0.5475,1.61,0.88117,24.0,1.74
2.54,0.4722,1.75,0.8238,22.5,1.37
2.6,0.587,1.7,0.99133,29.2,1.4
2.5,0.55719,1.67,0.93378,27.7,1.29
2.08,0.52489,1.6,0.83123,21.2,1.59
2.37,0.56742,1.58,1.0011,32.2,1.15
2.17,0.51346,1.72,0.96956,31.2,1.34
2.88,0.56402,1.66,0.95841,34.7,1.11
2.92,0.43687,1.63,0.86641,30.0,0.6699999999999999
2.16,0.53325,1.67,0.92455,35.4,1.18
2.35,0.47723,1.56,0.9763,34.3,1.51
2.49,0.46581,1.61,1.0313,40.1,1.11
2.22,0.54206,1.64,0.80446,25.3,1.65
3.28,0.53982,1.75,0.93992,24.4,1.72
2.45,0.427,1.72,0.83635,20.8,1.52
2.47,0.55807,1.74,0.78462,16.9,1.94
3.18,0.38128,1.7,0.92035,23.5,1.09
3.16,0.3674,1.62,0.91268,33.0,0.972
2.05,0.53649,1.68,0.81762,21.9,2.03
2.19,0.52538,1.71,0.92813,38.3,0.691
2.42,0.52775,1.69,0.96008,33.3,0.69
2.3,0.53798,1.64,0.85275,25.6,1.68
3.21,0.5081,1.62,0.93793,30.1,1.26
2.4,0.53753,1.65,0.81951,24.2,1.56
2.72,0.40597,1.68,0.84628,19.0,1.92
2.26,0.52337,1.53,0.95308,35.4,0.753
2.75,0.51512,1.73,0.81867,20.8,2.14
3.25,0.46845,1.67,0.91967,39.40000000000001,0.639
3.17,0.54224,1.58,1.04,40.1,1.36
2.74,0.55917,1.65,0.74466,14.3,4.32
3.41,0.54327,1.65,0.91939,28.4,0.808
3.13,0.46433,1.65,0.93746,33.59999999999999,1.16
2.74,0.49052,1.76,0.92747,44.1,0.903
1.59,0.61777,1.76,0.81057,20.4,2.63
3.61,0.48702,1.74,0.86961,33.0,0.842
2.15,0.45767,1.63,1.0311,44.9,1.12
1.97,0.5319,1.62,0.9033,36.2,1.4
2.63,0.63453,1.62,1.0918,51.097,1.04
2.59,0.52267,1.62,0.90956,21.6,3.0
3.21,0.49122,1.72,0.8861,28.0,0.9859999999999999
2.79,0.53629,1.5,0.92526,30.9,1.31
2.61,0.53583,1.59,1.2334,107.421,0.022
2.33,0.37867,1.62,1.0074,39.1,2.58
2.9,0.43824,1.77,0.97966,44.6,1.12
