Leff,Vth,Tox,Vdd,Power dissipation (W),Delay (s)
0.593984962406015,0.5593987430822623,0.1578947368421053,0.2289174252275683,18.1,1.92
0.4548872180451126,0.4084982647031236,0.3684210526315792,0.2458224967490248,17.9,1.48
0.6766917293233081,0.1859112653597224,0.236842105263158,0.3469278283485047,22.7,1.18
0.4586466165413534,0.513014726573492,0.3421052631578942,0.3663849154746426,22.2,1.51
0.8909774436090225,0.3318169027295751,0.4736842105263155,0.2065019505851757,11.6,2.54
0.4812030075187971,0.2628740268267518,0.7105263157894739,0.5143693107932381,25.3,0.8300000000000001
0.4774436090225565,0.5244583059750493,0.7894736842105261,0.5767880364109232,33.9,0.9630000000000001
0.7293233082706767,0.3113685395366287,0.263157894736842,0.4634102730819247,32.9,1.24
0.3721804511278197,0.6616405590469937,0.6578947368421049,0.6679128738621585,57.1,0.725
0.8120300751879699,0.2022089860238252,0.3947368421052633,0.3981957087126138,19.7,1.524116071428571
0.6390977443609023,0.3996107307006848,0.3684210526315792,0.4748049414824449,27.7,1.1
0.5902255639097744,0.5386924303536252,0.5789473684210527,0.4725292587776335,32.8,1.11
0.6203007518796992,0.2397992683613169,0.1052631578947372,0.6448309492847852,49.2,0.8829999999999999
0.5902255639097744,0.4900806678547979,0.6052631578947367,0.5185143042912874,30.2,1.9
0.5789473684210527,0.5199324641215645,0.9473684210526314,0.2376625487646296,19.3,1.78
0.7556390977443608,0.3418065847481474,0.289473684210527,0.5101267880364111,31.9,0.465
0.6090225563909772,0.5473689147359536,0.4210526315789473,0.5881014304291288,39.5,1.1
0.6390977443609023,0.6773051308507644,0.5263157894736845,0.524187256176853,32.2,1.72
0.661654135338346,0.6648766532220242,0.5789473684210527,0.184834200260078,12.5,4.18
0.4812030075187971,0.4412578557358596,0.4736842105263155,0.6903446033810143,41.8,0.512
0.330827067669173,0.6786886783603788,0.5263157894736845,0.5338589076723017,27.6,2.18
0.7030075187969924,0.3736750773848608,0.763157894736842,0.470789986996099,29.3,1.15
0.5263157894736843,0.4956852077666259,0.7105263157894739,0.4731957087126137,29.7,1.31
0.5375939849624061,0.4598067723478098,0.5526315789473686,0.3485695708712615,23.3,0.739
0.3909774436090226,0.3767235718975704,0.3157894736842111,0.2477893368010404,19.3,1.58
0.8157894736842104,0.5566316480630332,0.6315789473684208,0.6432054616384917,43.6,0.7120000000000001
0.5864661654135339,0.3153315824031516,0.236842105263158,0.3871911573472042,32.2,1.59
0.4436090225563911,0.4449863990244817,0.4736842105263155,0.2056729518855658,19.0,1.38
0.4323308270676692,0.5610871400431477,0.736842105263158,0.6007802340702211,61.7,0.411
0.8345864661654134,0.3640840446487196,0.4736842105263155,0.3082899869960989,24.1,2.68
0.4285714285714285,0.5461964168464496,0.4736842105263155,0.451625487646294,25.1,1.45
0.5037593984962405,0.499765500422099,0.4999999999999996,0.2789336801040312,21.4,1.45
0.3421052631578946,0.4342697683144169,0.289473684210527,0.3374024707412224,25.9,1.19
0.4812030075187971,0.3737454272582309,0.5789473684210527,0.396261378413524,23.5,1.58
0.5263157894736843,0.4356533158240313,0.763157894736842,0.3332574772431729,20.5,1.58
0.612781954887218,0.5931432323421818,0.289473684210527,0.619928478543563,38.7,0.799
0.5037593984962405,0.2270424913235156,0.4999999999999996,0.3952048114434332,16.6,4.359999999999999
0.5827067669172932,0.3278773098208422,0.289473684210527,0.7569895968790639,45.0,0.579
0.5150375939849625,0.5506988087421442,0.5526315789473686,0.4258615084525359,24.1,2.06
0.8195488721804511,0.8030438045211518,0.6578947368421049,0.5528120936280885,32.8,1.16
0.368421052631579,0.4812165838101491,0.4210526315789473,0.4026007802340703,24.36,1.79
0.5150375939849625,0.4325813713535315,0.7105263157894739,0.4152633289986996,26.6,1.2
0.330827067669173,0.1062283087890441,0.6578947368421049,0.4013979193758128,25.0,1.54
0.7406015037593985,0.5519885564205983,0.289473684210527,0.3945546163849154,21.1,1.68
0.5789473684210527,0.6337585592345935,0.4210526315789473,0.5802178153446034,36.2,0.898
0.5751879699248119,0.238603320514023,0.4210526315789473,0.7417100130039012,53.5,0.9069999999999999
0.9172932330827068,0.6798142763343026,0.6052631578947367,0.3765117035110535,24.9,1.19
0.7218045112781954,0.4940671606791108,0.4473684210526314,0.6513328998699608,54.3,0.537
0.5263157894736843,0.4854375762123627,0.763157894736842,0.574431079323797,37.9,1.84
0.6541353383458646,0.2339836788293781,0.6578947368421049,0.352389466840052,27.6,1.72
0.5827067669172932,0.4321592721133102,0.5526315789473686,0.4789336801040311,31.7,1.23
0.338345864661654,0.6053372103930214,0.736842105263158,0.1697984395318597,13.5,2.88
0.849624060150376,0.463887065003283,0.5263157894736845,0.3723504551365411,13.8,1.65
0.3082706766917293,0.4690226057593095,0.4736842105263155,0.3528608582574773,20.1,0.956
0.5075187969924813,0.4893771691210956,0.8157894736842102,0.3791449934980495,20.3,1.35
0.4962406015037594,0.4670528093049434,0.3684210526315792,0.3178966189856958,13.7,2.09
0.4172932330827068,0.4640277647500234,0.5263157894736845,0.4333387516254876,41.1,0.427
0.5714285714285714,0.4722586999343402,0.5789473684210527,0.3283485045513657,18.3,3.63
0.7593984962406015,0.4268595816527531,0.4999999999999996,0.5547464239271782,27.2,1.14
0.357142857142857,0.3710721320701623,0.5526315789473686,0.4013979193758128,31.0,1.11
0.7518796992481203,0.4088734640277646,0.5526315789473686,0.4041612483745125,33.7,1.3
0.6015037593984962,0.4699840540287027,0.3947368421052633,0.5831111833550064,28.6,1.92
0.6353383458646615,0.1500328299409062,0.4210526315789473,0.4008452535760729,32.6,0.9710000000000001
0.4473684210526315,0.4737360472751148,0.5789473684210527,0.4928153446033809,26.4,1.87
0.6165413533834587,0.4589156739517869,0.289473684210527,0.5089564369310793,36.7,0.866
0.4548872180451126,0.4032689241159365,0.3684210526315792,0.6280884265279583,33.4,1.64
0.62406015037594,0.2300675358784354,0.3157894736842111,0.6114759427828349,30.7,1.47
0.4511278195488721,0.6645952537285432,0.4473684210526314,0.5141092327698309,24.1,1.68
0.7105263157894737,0.3416893349591971,0.6315789473684208,0.4238946684005203,30.1,1.01
0.3233082706766917,0.4191210955820278,0.5789473684210527,0.6190669700910274,39.6,1.1
0.6879699248120301,0.4836084795047367,0.3421052631578942,0.7056241872561768,43.5,1.34
0.7105263157894737,0.658076165462902,0.6052631578947367,0.3500812743823147,17.4,3.96
0.8195488721804511,0.5128271269111716,0.736842105263158,0.01471066319895975,10.2,2.01
0.4812030075187971,0.6124190976456242,0.4999999999999996,0.5215377113133941,38.5,0.459
0.462406015037594,0.3696416846449676,0.6315789473684208,0.5974804941482446,38.6,1.42
0.4586466165413534,0.6813854235062377,0.5263157894736845,0.5959687906371913,37.4,1.39
0.4736842105263158,0.4184644967639056,0.8684210526315792,0.5220091027308191,22.7,2.33
0.4774436090225565,0.3395084888847201,0.8421052631578951,0.428234720416125,30.2,0.897
0.338345864661654,0.4986868023637557,0.1842105263157898,0.4898407022106632,35.0,1.31
0.8270676691729322,0.6034143138542348,0.236842105263158,0.3299577373211964,18.6,2.29
0.4812030075187971,0.5492449113591594,0.5526315789473686,0.286963589076723,26.2,0.956
0.6691729323308271,0.4377403620673482,0.5526315789473686,0.4888003901170352,26.5,1.59
0.7744360902255638,0.6279664196604445,0.7894736842105261,0.2633615084525358,14.6,2.32
0.5338345864661656,0.3098208423224839,0.4210526315789473,0.4852730819245774,23.9,1.04
0.8571428571428572,0.4689991558015195,0.3157894736842111,0.3843790637191158,36.90000000000001,0.802
0.8421052631578949,0.7486164524903857,0.763157894736842,0.5353543563068921,38.4,1.24
0.7142857142857142,0.4701716536910233,0.6842105263157898,0.4695546163849156,29.1,1.79
0.62406015037594,0.3765125222774598,0.8947368421052633,0.5174252275682705,38.09999999999999,1.01
0.7744360902255638,0.5003282994090609,0.6052631578947367,0.4577210663198961,25.9,2.0
0.612781954887218,0.1007175687083763,0.6052631578947367,0.4113459037711316,30.4,1.03
0.5827067669172932,0.3549620110683801,0.4473684210526314,0.4889466840052017,21.2,2.23
0.5526315789473686,0.243222962198668,0.6052631578947367,0.3839239271781536,23.8,1.15
0.5864661654135339,0.4076071663071007,0.763157894736842,0.5380039011703512,29.0,1.36
0.7894736842105261,0.5582496951505488,0.3947368421052633,0.3770156046814046,29.7,1.12
0.406015037593985,0.3195525748053653,0.3421052631578942,0.3591352405721717,22.8,1.82
0.5977443609022557,0.3371400431479222,0.4999999999999996,0.4831111833550066,26.0,1.34
0.4999999999999999,0.4618703686333364,0.6315789473684208,0.4949447334200261,17.4,2.28
0.7518796992481203,0.4577666260200731,0.1315789473684212,0.1664174252275683,10.4,1.96
0.6541353383458646,0.5117015289372479,0.3947368421052633,0.3391905071521457,19.9,0.924
0.6954887218045114,0.5812306537848232,0.6052631578947367,0.640442132639792,57.59999999999999,0.416
0.5827067669172932,0.2795234968577056,0.5789473684210527,0.4781859557867361,23.5,1.01
0.5601503759398496,0.1873886127004971,0.6052631578947367,0.6836801040312093,40.8,0.777
0.593984962406015,0.4478707438326611,0.8684210526315792,0.587044863459038,28.0,1.02
0.6766917293233081,0.3088593940530907,0.5789473684210527,0.5432704811443434,32.8,1.07
0.6954887218045114,0.4557030297345465,0.8157894736842102,0.4752113133940181,21.7,2.07
0.3233082706766917,0.2847528374448927,0.5526315789473686,0.3812906371911575,27.8,1.04
0.5112781954887218,0.369125785573586,0.4473684210526314,0.4710175552665801,49.4,0.689
0.5338345864661656,0.1659084513647876,0.6315789473684208,0.4477243172951886,24.5,2.54
0.8082706766917294,0.4029406247068755,0.7105263157894739,0.5692782834850454,28.4,1.28
0.6541353383458646,0.1466325860613451,0.763157894736842,0.6302015604681406,56.3,0.652
0.5112781954887218,0.6013976174842884,0.1315789473684212,0.7345578673602082,38.2,1.94
0.8796992481203008,0.7473501547697213,0.3947368421052633,0.6388166449934982,34.8,1.4
0.6541353383458646,0.5291248475752744,0.5263157894736845,0.4047464239271781,19.7,2.27
0.5789473684210527,0.5514492073914267,0.1315789473684212,0.412808842652796,19.7,1.51
0.6466165413533833,0.458024575555764,0.5263157894736845,0.4990897269180754,25.7,1.11
0.5037593984962405,0.2319669824594315,0.3684210526315792,0.5616059817945385,39.8,0.845
0.661654135338346,0.6196651346027576,0.4736842105263155,0.09343302990897273,10.3,1.08
0.8909774436090225,0.6534330738204671,0.4473684210526314,0.462207412223667,42.7,0.403
0.6090225563909772,0.4430869524434856,0.263157894736842,0.6908322496749024,42.6,1.51
0.612781954887218,0.4434387018103368,0.4999999999999996,0.5929291287386216,33.8,1.63
0.7781954887218046,0.6309680142575743,0.3157894736842111,0.2238459037711313,13.7,2.92
0.5601503759398496,0.4925898133383358,0.6052631578947367,0.5847691807542263,26.6,1.0
0.413533834586466,0.3492636713253915,0.6052631578947367,0.5666775032509754,34.8,0.886
0.7180451127819547,0.5215036112934995,0.4210526315789473,0.4584687906371911,24.8,1.89
0.4323308270676692,0.4735953475283744,0.6052631578947367,0.2684492847854356,15.2,2.1
0.6466165413533833,0.4059891192195854,0.3157894736842111,0.3634915474642393,17.1,1.45
0.4812030075187971,0.5422099240221366,0.7105263157894739,0.4664336801040312,27.7,0.921
0.6879699248120301,0.2895600787918582,0.3684210526315792,0.3908485045513654,17.6,2.48
0.4360902255639099,0.5173998686802365,0.4999999999999996,0.2877438231469442,19.6,1.08
0.4812030075187971,0.2125738673670386,0.6052631578947367,0.4681404421326398,22.7,1.5
0.3834586466165412,0.1997467404558672,0.6578947368421049,0.5508940182054618,22.4,1.55
0.462406015037594,0.3701575837163494,0.736842105263158,0.665474642392718,60.09999999999999,0.409
0.6879699248120301,0.5524106556608198,0.6578947368421049,0.3381989596879065,23.6,1.06
0.6428571428571428,0.3421817840727887,0.3157894736842111,0.3650357607282186,19.8,1.96
0.5338345864661656,0.5133664759403432,0.5789473684210527,0.6698634590377113,46.5,0.476
0.4172932330827068,0.4760341431385423,0.6052631578947367,0.5841514954486347,25.6,2.21
0.6992481203007519,0.6439358409154864,0.4999999999999996,0.353738621586476,31.2,0.843
0.4285714285714285,0.4562423787637181,0.263157894736842,0.6505201560468141,32.7,1.78
0.5451127819548871,0.1382609511302879,0.7105263157894739,0.5571358907672301,39.7,0.814
0.7180451127819547,0.3536722633899257,0.3157894736842111,0.5236183355006503,19.0,4.55
0.5037593984962405,0.5594221930400524,0.7105263157894739,0.2678315994798441,12.1,1.97
0.6842105263157894,0.7962433167620296,0.8684210526315792,0.5434655396618988,27.9,2.6
0.7593984962406015,0.5661523309258042,0.5526315789473686,0.3750812743823146,20.0,1.76
0.6541353383458646,0.5088171841290686,0.736842105263158,0.4753576072821848,29.0,1.14
0.7669172932330828,0.4411875058624893,0.4999999999999996,0.5871261378413526,32.9,1.28
0.3984962406015038,0.319177375480724,0.7105263157894739,0.2067132639791938,15.9,2.37
0.6203007518796992,0.3626301472657348,0.4736842105263155,0.36703511053316,18.0,1.4
0.3984962406015038,0.493574711565519,0.4999999999999996,0.5947171651495449,39.1,0.569
0.5338345864661656,0.3711893818591127,0.2105263157894739,0.5397594278283486,42.1,1.23
0.518796992481203,0.3916846449676389,0.4210526315789473,0.4268042912873864,24.3,2.21
0.5639097744360901,0.384555857799456,0.3684210526315792,0.2478218465539663,14.6,2.25
0.6203007518796992,0.4885564205984428,0.6842105263157898,0.6685630689206763,45.5,0.457
0.5601503759398496,0.538035831535503,0.9210526315789473,0.242571521456437,15.5,1.49
0.8571428571428572,0.4365209642622644,0.3947368421052633,0.3701072821846556,21.3,1.15
0.8421052631578949,0.5155473220148202,0.4210526315789473,0.2571358907672303,15.3,1.93
0.6992481203007519,0.5056045399118282,0.4473684210526314,0.5393530559167752,34.1,0.7050000000000001
0.5488721804511278,0.5671372291529874,0.5263157894736845,0.4101918075422628,23.4,1.78
0.4172932330827068,0.2628036769533814,0.6052631578947367,0.4835663198959688,25.9,1.48
0.5150375939849625,0.5579917456148579,0.5526315789473686,0.5178641092327698,25.5,1.35
0.736842105263158,0.7434105618609886,0.6315789473684208,0.3789174252275684,23.0,1.49
0.6691729323308271,0.6023121658381013,0.5263157894736845,0.157460988296489,13.6,2.13
0.6353383458646615,0.2131601163117907,0.5789473684210527,0.4115734720416124,20.1,1.2
0.4699248120300752,0.5766344620579681,0.7105263157894739,0.8280234070221064,55.3,0.503
